laureate_name,nobel_api_id,prize_categories,prize_years,prize_subfields,award_summaries,preferred_title,original_title,first_publication_year,role,coauthors_or_coeditors,work_type,technicality_score,audience_level,review_status,relationship_confidence,overall_confidence,edition_count,languages,isbn13s,dois,oclc_numbers,wikidata_qid,openlibrary_work_id,source_count,source_urls,notes
Paul J. Crutzen,281,chemistry,1995,,"for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone",Das Raumschiff Erde hat keinen Notausgang,,2011,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,,9783518061763,,,,OL20269566W,1,https://openlibrary.org/books/OL27468748M|https://openlibrary.org/works/OL20269566W,no decisive deterministic taxonomy indicator
Paul J. Crutzen,281,chemistry,1995,,"for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone","Interactions Between Global Change and Human Health. 31 October - 2 November 2004 (The Pontifical Academy of Sciences Scripta Varia, 106)",,2006,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,9788877610850,,77488645,,OL8373091W,1,https://openlibrary.org/books/OL13432743M|https://openlibrary.org/works/OL8373091W,no decisive deterministic taxonomy indicator
Paul J. Crutzen,281,chemistry,1995,,"for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone",Is the Detergent of the Atmosphere Decreasing,,1986,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,9789282563465,,,,OL10122272W,1,https://openlibrary.org/books/OL12907055M|https://openlibrary.org/works/OL10122272W,no decisive deterministic taxonomy indicator
Paul J. Crutzen,281,chemistry,1995,,"for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone",On the photochemistry of ozone in the stratosphere and troposphere and pollution of the stratosphere by high-flying aircraft,,1973,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,186255971,,OL37197389W,1,https://openlibrary.org/books/OL50157324M|https://openlibrary.org/works/OL37197389W,no decisive deterministic taxonomy indicator
Paul J. Crutzen,281,chemistry,1995,,"for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone",Our changing atmosphere,,1989,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,21887751,,OL42809089W,1,https://openlibrary.org/books/OL58294080M|https://openlibrary.org/works/OL42809089W,no decisive deterministic taxonomy indicator
Paul J. Crutzen,281,chemistry,1995,,"for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone",Paul J. Crutzen,,2016,author,,unknown,0.35,unknown,needs_review,0.65,0.45,2,en,9783319274591|9783319274607,,,,OL25698881W,1,https://openlibrary.org/books/OL34527281M|https://openlibrary.org/books/OL34529196M|https://openlibrary.org/works/OL25698881W,no decisive deterministic taxonomy indicator
Paul J. Crutzen,281,chemistry,1995,,"for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone",Paul J. Crutzen and the Anthropocene,,2021,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,9783030822019,,,,OL25337502W,1,https://openlibrary.org/books/OL33943749M|https://openlibrary.org/works/OL25337502W,no decisive deterministic taxonomy indicator
Paul J. Crutzen,281,chemistry,1995,,"for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone",Schwarzer Himmel,,1986,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,de,9783100131034,,24321290,,OL19014323W,1,https://openlibrary.org/books/OL2457253M|https://openlibrary.org/works/OL19014323W,no decisive deterministic taxonomy indicator
Paul J. Crutzen,281,chemistry,1995,,"for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone",Stratospheric Ozone Depletion and Climate Change,,2011,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,9781849730020,,,,OL21440236W,1,https://openlibrary.org/books/OL29030719M|https://openlibrary.org/works/OL21440236W,no decisive deterministic taxonomy indicator
Paul J. Flory,246,chemistry,1974,,"for his fundamental achievements, both theoretical and experimental, in the physical chemistry of the macromolecules",Principles of Polymer Chemistry,,,author,,technical_monograph,0.57,unknown,needs_review,0.65,0.65,0,,,,,Q67430650,,1,https://www.wikidata.org/wiki/Q67430650,technical indicators: principles of
Paul Karrer,197,chemistry,1937,,"for his investigations on carotenoids, flavins and vitamins A and B2",Carotenoids,,1950,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,,,,1540822,Q63874550,,1,https://www.wikidata.org/wiki/Q51452809|https://www.wikidata.org/wiki/Q63874550,no decisive deterministic taxonomy indicator
Percy W. Bridgman,51,physics,1946,,"for the invention of an apparatus to produce extremely high pressures, and for the discoveries he made therewith in the field of high pressure physics",The Logic of Modern Physics,,,author,,reference,0.55,professional,provisional,0.85,0.7,0,,,,,Q7748011,,2,https://en.wikipedia.org/?curid=396507&oldid=0|https://www.wikidata.org/wiki/Q7748011,reference indicators: reference; professional audience indicators: reference
Peter Debye,195,chemistry,1936,,for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases,Der Lichtdruck auf Kugeln von beliebigem Material,,1908,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,de,,,64987978,,OL37196369W,1,https://openlibrary.org/books/OL50156279M|https://openlibrary.org/works/OL37196369W,no decisive deterministic taxonomy indicator
Peter Debye,195,chemistry,1936,,for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases,Der lichtdruck auf keueln von beliebigem material ...,,,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,de,,,25244365,,OL45022793W,1,https://openlibrary.org/books/OL61420419M|https://openlibrary.org/works/OL45022793W,no decisive deterministic taxonomy indicator
Peter Debye,195,chemistry,1936,,for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases,Elektroneninterferenzen,,1930,author,,unknown,0.35,unknown,needs_review,0.65,0.45,7,de|en,9781015133334|9781379004059,,1884861|3050266,,OL1134540W,1,https://openlibrary.org/books/OL179406M|https://openlibrary.org/books/OL27286909M|https://openlibrary.org/books/OL39152715M|https://openlibrary.org/books/OL45906698M|https://openlibrary.org/books/OL46164144M|https://openlibrary.org/books/OL47019561M|https://openlibrary.org/books/OL6773011M|https://openlibrary.org/works/OL1134540W,no decisive deterministic taxonomy indicator
Peter Debye,195,chemistry,1936,,for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases,Izbrannye trudy,,1987,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,rus,,,18557940,,OL1134542W,1,https://openlibrary.org/books/OL2475745M|https://openlibrary.org/works/OL1134542W,no decisive deterministic taxonomy indicator
Peter Debye,195,chemistry,1936,,for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases,Magnetismus,,1933,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,de,,,7678192,,OL1134543W,1,https://openlibrary.org/books/OL6296434M|https://openlibrary.org/works/OL1134543W,no decisive deterministic taxonomy indicator
Peter Debye,195,chemistry,1936,,for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases,Methoden zur bestimmung der elektrischen und geometrischen struktur von molekülen,,1937,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,de,,,5185540,,OL42933415W,1,https://openlibrary.org/books/OL58496571M|https://openlibrary.org/works/OL42933415W,no decisive deterministic taxonomy indicator
Peter Debye,195,chemistry,1936,,for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases,Molecular forces,,1967,author,,technical_monograph,0.57,unknown,needs_review,0.65,0.65,1,en,,,,,OL13485712W,1,https://openlibrary.org/books/OL21868269M|https://openlibrary.org/works/OL13485712W,technical indicators: molecular
Peter Debye,195,chemistry,1936,,for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases,Molecular forces,,1967,author,,technical_monograph,0.57,unknown,needs_review,0.65,0.65,1,en,,,,,OL13164813W,1,https://openlibrary.org/books/OL20751078M|https://openlibrary.org/works/OL13164813W,technical indicators: molecular
Peter Debye,195,chemistry,1936,,for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases,Molekülstruktur,,1931,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,de,,,1029967917,,OL42473141W,1,https://openlibrary.org/books/OL57637413M|https://openlibrary.org/books/OL59887783M|https://openlibrary.org/works/OL42473141W,no decisive deterministic taxonomy indicator
Peter Debye,195,chemistry,1936,,for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases,Polare Molekeln,,1929,author,,reference,0.55,professional,needs_review,0.65,0.65,11,de|en,9780486600642,,1987025|31787368|535060|6214503,,OL38421038W,1,https://openlibrary.org/books/OL13656984M|https://openlibrary.org/books/OL13757577M|https://openlibrary.org/books/OL14372056M|https://openlibrary.org/books/OL14895452M|https://openlibrary.org/books/OL17643399M|https://openlibrary.org/books/OL20570214M|https://openlibrary.org/books/OL23795261M|https://openlibrary.org/books/OL27285738M|https://openlibrary.org/books/OL43152057M|https://openlibrary.org/books/OL45702208M|https://openlibrary.org/books/OL46908335M|https://openlibrary.org/books/OL52278993M|https://openlibrary.org/books/OL52532058M|https://openlibrary.org/books/OL6251660M|https://openlibrary.org/books/OL6728206M|https://openlibrary.org/works/OL1134544W|https://openlibrary.org/works/OL38421038W,reference indicators: reference; professional audience indicators: reference
Peter Debye,195,chemistry,1936,,for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases,Struktur der Materie,,1933,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,de,,,,,OL1134548W,1,https://openlibrary.org/books/OL17906480M|https://openlibrary.org/works/OL1134548W,no decisive deterministic taxonomy indicator
Peter Debye,195,chemistry,1936,,for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases,The collected papers,,1954,author,,unknown,0.35,unknown,needs_review,0.65,0.45,4,en,9780918024589,,855463,,OL1134537W,1,https://openlibrary.org/books/OL14109686M|https://openlibrary.org/books/OL19120098M|https://openlibrary.org/books/OL2405891M|https://openlibrary.org/books/OL42992836M|https://openlibrary.org/works/OL1134537W,no decisive deterministic taxonomy indicator
Peter Debye,195,chemistry,1936,,for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases,The dipole moment and chemical structure,,1929,author,,technical_monograph,0.57,unknown,needs_review,0.65,0.65,3,de|en,,,1508622,,OL1134538W,1,https://openlibrary.org/books/OL27286752M|https://openlibrary.org/books/OL6745811M|https://openlibrary.org/books/OL6769157M|https://openlibrary.org/works/OL1134538W,technical indicators: molecular
Peter Debye,195,chemistry,1936,,for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases,The structure of matter,,1934,author,,technical_monograph,0.57,unknown,needs_review,0.65,0.65,1,en,,,3501540,,OL1134546W,1,https://openlibrary.org/books/OL6310178M|https://openlibrary.org/works/OL1134546W,technical indicators: molecular
Peter Debye,195,chemistry,1936,,for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases,The structure of molecules,,1932,author,,reference,0.55,professional,needs_review,0.65,0.65,3,en,,,4285429,,OL1134547W,1,https://openlibrary.org/books/OL27286546M|https://openlibrary.org/books/OL47732712M|https://openlibrary.org/books/OL6287055M|https://openlibrary.org/works/OL1134547W,reference indicators: reference; professional audience indicators: reference
Peter Debye,195,chemistry,1936,,for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases,Topics in chemical physics,,1962,author,,essays,0.2,general,needs_review,0.65,0.65,3,en,9780444404633,,544081,,OL1134549W,1,https://openlibrary.org/books/OL13655494M|https://openlibrary.org/books/OL45701540M|https://openlibrary.org/books/OL5829401M|https://openlibrary.org/works/OL1134549W,essay indicators: essays
Peter Debye,195,chemistry,1936,,for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases,Vorträge über die kinetische theorie der materie und der elektrizität,,1914,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,de,,,1459389,,OL22080850W,1,https://openlibrary.org/books/OL6573230M|https://openlibrary.org/works/OL22080850W,no decisive deterministic taxonomy indicator
Peter Medawar,370,medicine,1960,,for discovery of acquired immunological tolerance,Advice to a Young Scientist,,,author,,unknown,0.35,unknown,provisional,0.85,0.45,1,,9780465000920,,24674609,Q51615387,,2,https://en.wikipedia.org/?curid=172002&oldid=0|https://www.wikidata.org/wiki/Q132274144|https://www.wikidata.org/wiki/Q51615387,no decisive deterministic taxonomy indicator
Peter Medawar,370,medicine,1960,,for discovery of acquired immunological tolerance,Breathing fire,,,author,,unknown,0.35,unknown,needs_review,0.65,0.45,0,,,,,Q114796724,,1,https://www.wikidata.org/wiki/Q114796724,no decisive deterministic taxonomy indicator
Peter Medawar,370,medicine,1960,,for discovery of acquired immunological tolerance,The Future of Man,,,author,,unknown,0.35,unknown,needs_review,0.65,0.45,0,,,,,Q139569162,,1,https://www.wikidata.org/wiki/Q139569162,no decisive deterministic taxonomy indicator
Peyton Rous,383,medicine,1966,,for his discovery of tumour-inducing viruses,Festschrift anlässlich der Verleihung des Paul-Ehrlich- und Ludwig-Darmstaedter-Preises 1966 an Herrn Prof. Dr. Dr. h.c. Peyton Rous,,1966,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,de,,,10081824,,OL22549101W,1,https://openlibrary.org/books/OL4931383M|https://openlibrary.org/works/OL22549101W,no decisive deterministic taxonomy indicator
Peyton Rous,383,medicine,1966,,for his discovery of tumour-inducing viruses,Observations on chicken tumors caused by filterable agents,,1916,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,,,OL42997566W,1,https://openlibrary.org/books/OL58577845M|https://openlibrary.org/works/OL42997566W,no decisive deterministic taxonomy indicator
Peyton Rous,383,medicine,1966,,for his discovery of tumour-inducing viruses,"Simon Flexner, 1863-1946",,1949,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,,,OL7258235W,1,https://openlibrary.org/books/OL18564875M|https://openlibrary.org/works/OL7258235W,no decisive deterministic taxonomy indicator
Peyton Rous,383,medicine,1966,,for his discovery of tumour-inducing viruses,The challenge to man of the neoplastic cell.,,1967,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,9712113,,OL7258233W,1,https://openlibrary.org/books/OL5582322M|https://openlibrary.org/works/OL7258233W,no decisive deterministic taxonomy indicator
Peyton Rous,383,medicine,1966,,for his discovery of tumour-inducing viruses,The modern dance of death,,1929,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,2532118,,OL7258234W,1,https://openlibrary.org/books/OL6744058M|https://openlibrary.org/works/OL7258234W,no decisive deterministic taxonomy indicator
Philip S. Hench,351,medicine,1950,,"for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects",Rheumatism and arthritis,,1948,author,,reference,0.55,professional,needs_review,0.65,0.65,1,en,,,,,OL43002036W,1,https://openlibrary.org/books/OL58584180M|https://openlibrary.org/works/OL43002036W,reference indicators: reference; professional audience indicators: reference
Philip S. Hench,351,medicine,1950,,"for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects",The effect of a hormone of the adrenal cortex hormone 17-hydroxy-11-dehydrocorticosterone (Compound E) on the acute phase of rheumatic fever,,1949,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,23026093,,OL43485400W,1,https://openlibrary.org/books/OL59265202M|https://openlibrary.org/works/OL43485400W,no decisive deterministic taxonomy indicator
Philip S. Hench,351,medicine,1950,,"for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects",The present status of rheumatism and arthritis,,1938,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,,,OL43001974W,1,https://openlibrary.org/books/OL58584099M|https://openlibrary.org/works/OL43001974W,no decisive deterministic taxonomy indicator
Philip S. Hench,351,medicine,1950,,"for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects",The problem of rheumatism and arthritis,,1936,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,298862489,,OL44322849W,1,https://openlibrary.org/books/OL60569423M|https://openlibrary.org/works/OL44322849W,no decisive deterministic taxonomy indicator
Philip W. Anderson,107,physics,1977,,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,Physics Physique Физика,,,editor,,unknown,0.35,unknown,needs_review,0.65,0.45,0,,,,,Q85793224,,1,https://www.wikidata.org/wiki/Q85793224,no decisive deterministic taxonomy indicator
Philipp Lenard,9,physics,1905,,for his work on cathode rays,Great Men of Science: A History of Scientific Progress,,,author,,unknown,0.35,unknown,needs_review,0.65,0.45,0,,,,,Q110950673,,1,https://www.wikidata.org/wiki/Q110950673,no decisive deterministic taxonomy indicator
Philipp Lenard,9,physics,1905,,for his work on cathode rays,Great men of science; tr. from the 2d German ed,,,author,,unknown,0.35,unknown,needs_review,0.65,0.45,0,,,,,Q51484537,,1,https://www.wikidata.org/wiki/Q51484537,no decisive deterministic taxonomy indicator
Pierre Curie,5,physics,1903,,in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel,Notice sur les travaux scientifiques de Pierre Curie,,1902,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,,,,,Q30749551,,1,https://www.wikidata.org/wiki/Q122880739|https://www.wikidata.org/wiki/Q30749551,no decisive deterministic taxonomy indicator
Pieter Zeeman,3,physics,1902,,in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena,Fresnel's coefficient for light of different colours,,1914,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,,,OL1102385W,1,https://openlibrary.org/books/OL19893148M|https://openlibrary.org/works/OL1102385W,no decisive deterministic taxonomy indicator
Pieter Zeeman,3,physics,1902,,in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena,"Mesures relatives au phénomène de Kerr, dans la réflexion polaire sur le fer, le cobalt et le nickel",,1892,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,fr,,,,,OL1102386W,1,https://openlibrary.org/books/OL18549497M|https://openlibrary.org/works/OL1102386W,no decisive deterministic taxonomy indicator
Pieter Zeeman,3,physics,1902,,in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena,Metingen over het verschijnsel van Kerr,,1893,author,,reference,0.55,professional,needs_review,0.65,0.65,1,dut,,,43566498,,OL37195658W,1,https://openlibrary.org/books/OL50155558M|https://openlibrary.org/works/OL37195658W,reference indicators: reference; professional audience indicators: reference
Pieter Zeeman,3,physics,1902,,in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena,Researches in magneto-optics,,1913,author,,reference,0.67,graduate,needs_review,0.65,0.65,2,en,,,1275399399,,OL1102388W,1,https://openlibrary.org/books/OL176769M|https://openlibrary.org/books/OL18912566M|https://openlibrary.org/books/OL7164378M|https://openlibrary.org/works/OL1102388W,reference indicators: reference; graduate audience indicators: monograph
Pieter Zeeman,3,physics,1902,,in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena,Verhandelingen,,1921,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,dut,,,2871600,,OL1102387W,1,https://openlibrary.org/books/OL6666745M|https://openlibrary.org/works/OL1102387W,no decisive deterministic taxonomy indicator
Pyotr Kapitsa,110,physics,1978,,for his basic inventions and discoveries in the area of low-temperature physics,Collected papers of P.L. Kapitza,,1964,author,,unknown,0.35,unknown,needs_review,0.65,0.45,3,en,9780080107448,,,,OL11289778W,1,https://openlibrary.org/books/OL14895079M|https://openlibrary.org/books/OL18892415M|https://openlibrary.org/books/OL20124767M|https://openlibrary.org/books/OL21276361M|https://openlibrary.org/works/OL11289778W,no decisive deterministic taxonomy indicator
Pyotr Kapitsa,110,physics,1978,,for his basic inventions and discoveries in the area of low-temperature physics,Die frühromantische Theorie der Mischung,,1968,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,de,,,,,OL11289772W,1,https://openlibrary.org/books/OL21023977M|https://openlibrary.org/works/OL11289772W,no decisive deterministic taxonomy indicator
Pyotr Kapitsa,110,physics,1978,,for his basic inventions and discoveries in the area of low-temperature physics,"Eksperiment, teoriya, praktika",,1974,author,,unknown,0.35,unknown,needs_review,0.65,0.45,3,rus,,,,,OL11289777W,1,https://openlibrary.org/books/OL18368544M|https://openlibrary.org/books/OL21036269M|https://openlibrary.org/books/OL21565705M|https://openlibrary.org/works/OL11289777W,no decisive deterministic taxonomy indicator
Pyotr Kapitsa,110,physics,1978,,for his basic inventions and discoveries in the area of low-temperature physics,High-power microwave electronics,,1964,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,en,,,,,OL11289773W,1,https://openlibrary.org/books/OL18546903M|https://openlibrary.org/works/OL11289773W,no decisive deterministic taxonomy indicator
Pyotr Kapitsa,110,physics,1978,,for his basic inventions and discoveries in the area of low-temperature physics,Nauka i sovremennoe obshchestvo,,1998,author,,reference,0.55,professional,needs_review,0.65,0.65,1,rus,9785020037045,,,,OL11289774W,1,https://openlibrary.org/books/OL21880393M|https://openlibrary.org/works/OL11289774W,reference indicators: reference; professional audience indicators: reference
Pyotr Kapitsa,110,physics,1978,,for his basic inventions and discoveries in the area of low-temperature physics,"Pis'ma o nauke, 1930-1980",,1989,author,,essays,0.2,general,needs_review,0.65,0.65,1,rus,9785239002698,,,,OL11289775W,1,https://openlibrary.org/books/OL22622104M|https://openlibrary.org/works/OL11289775W,essay indicators: correspondence
Pyotr Kapitsa,110,physics,1978,,for his basic inventions and discoveries in the area of low-temperature physics,"Teoriya, éksperiment, praktika",,1966,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,rus,,,,,OL11289776W,1,https://openlibrary.org/books/OL18532529M|https://openlibrary.org/works/OL11289776W,no decisive deterministic taxonomy indicator
Ragnar Granit,385,medicine,1967,,for their discoveries concerning the primary physiological and chemical visual processes in the eye,Receptors and sensory perception,,,author,,unknown,0.35,unknown,needs_review,0.65,0.45,0,,,,,Q137885714,,1,https://www.wikidata.org/wiki/Q137885714,no decisive deterministic taxonomy indicator
Ragnar Granit,385,medicine,1967,,for their discoveries concerning the primary physiological and chemical visual processes in the eye,The purposive brain / Ragnar Granit. - 1977,,,author,,unknown,0.35,unknown,needs_review,0.65,0.45,0,,,,,Q104039562,,1,https://www.wikidata.org/wiki/Q104039562,no decisive deterministic taxonomy indicator
Randy W. Schekman,885,medicine,2013,,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells",Annual Review of Cell and Developmental Biology,,,editor,,unknown,0.35,unknown,needs_review,0.65,0.45,0,,,,,Q4497277,,1,https://www.wikidata.org/wiki/Q4497277,no decisive deterministic taxonomy indicator
Renato Dulbecco,407,medicine,1975,,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,Dall'informazione alla cultura,,1996,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,ita,9788831764032,,35704436,,OL44388709W,1,https://openlibrary.org/books/OL60645280M|https://openlibrary.org/works/OL44388709W,no decisive deterministic taxonomy indicator
Renato Dulbecco,407,medicine,1975,,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,"Encyclopedia of Human Biology, 2",,1997,author,,reference,0.55,professional,needs_review,0.65,0.65,1,en,9780122267512,,,,OL18219610W,1,https://openlibrary.org/books/OL10071386M|https://openlibrary.org/books/OL10071387M|https://openlibrary.org/books/OL10071388M|https://openlibrary.org/books/OL10071389M|https://openlibrary.org/books/OL10071390M|https://openlibrary.org/books/OL10071391M|https://openlibrary.org/books/OL10071392M|https://openlibrary.org/books/OL17923710M|https://openlibrary.org/books/OL2028400M|https://openlibrary.org/works/OL18219610W|https://openlibrary.org/works/OL2490024W|https://openlibrary.org/works/OL2490025W|https://openlibrary.org/works/OL2490026W|https://openlibrary.org/works/OL2490027W|https://openlibrary.org/works/OL2490028W|https://openlibrary.org/works/OL2490029W|https://openlibrary.org/works/OL2490030W,"reference indicators: encyclopedia, reference; professional audience indicators: reference"
Renato Dulbecco,407,medicine,1975,,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,"Encyclopedia of Human Biology, Ten-Volume Set, Volume 1-10",,2008,author,,reference,0.55,unknown,needs_review,0.65,0.65,1,en,9780122269806,,,,OL2490031W,1,https://openlibrary.org/books/OL10071420M|https://openlibrary.org/works/OL2490031W,reference indicators: encyclopedia
Renato Dulbecco,407,medicine,1975,,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,Encyclopedia of Human Biology/Vols 7-8,,1991,author,,reference,0.55,professional,needs_review,0.65,0.65,1,,9780122267505,,233026801,,OL2490032W,1,https://openlibrary.org/books/OL10071385M|https://openlibrary.org/works/OL2490032W,"reference indicators: encyclopedia, reference; professional audience indicators: reference"
Renato Dulbecco,407,medicine,1975,,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,Encyclopedia of human biology,,1991,author,,reference,0.55,professional,needs_review,0.65,0.65,2,en,9780122269707,,23970451|36729004,,OL16526909W,1,https://openlibrary.org/books/OL45620643M|https://openlibrary.org/books/OL663111M|https://openlibrary.org/books/OL7326580M|https://openlibrary.org/books/OL9281228M|https://openlibrary.org/works/OL16526909W|https://openlibrary.org/works/OL2490038W,"reference indicators: encyclopedia, reference; professional audience indicators: reference"
Renato Dulbecco,407,medicine,1975,,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,Encyclopedia of human biology,,1991,author,,reference,0.55,unknown,needs_review,0.65,0.65,1,en,,,,,OL18464511W,1,https://openlibrary.org/books/OL23750917M|https://openlibrary.org/works/OL18464511W,reference indicators: encyclopedia
Renato Dulbecco,407,medicine,1975,,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,"Finis saeculi, finis mundi?",,1996,author,,reference,0.55,professional,needs_review,0.65,0.65,1,ita,9788873853046,,36047377,,OL44739539W,1,https://openlibrary.org/books/OL61091636M|https://openlibrary.org/works/OL44739539W,reference indicators: reference; professional audience indicators: reference
Renato Dulbecco,407,medicine,1975,,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,I geni e il nostro futuro,,1995,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,ita,9788820018788,,,,OL2490033W,1,https://openlibrary.org/books/OL588234M|https://openlibrary.org/works/OL2490033W,no decisive deterministic taxonomy indicator
Renato Dulbecco,407,medicine,1975,,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,La mappa della vita,,2005,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,ita,9788882747909,,799377153,,OL16994359W,1,https://openlibrary.org/books/OL25571405M|https://openlibrary.org/works/OL16994359W,no decisive deterministic taxonomy indicator
Renato Dulbecco,407,medicine,1975,,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,La mappa della vita,,2001,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,ita,9788820032333,,,,OL16526966W,1,https://openlibrary.org/books/OL25218825M|https://openlibrary.org/works/OL16526966W,no decisive deterministic taxonomy indicator
Renato Dulbecco,407,medicine,1975,,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,Los genes y nuestro futuro / The Genes and Our Future,,1999,author,,fiction,0.05,general,needs_review,0.65,0.65,1,es,9788420639765,,,,OL2490034W,1,https://openlibrary.org/books/OL13192053M|https://openlibrary.org/works/OL2490034W,fiction indicators: fiction
Renato Dulbecco,407,medicine,1975,,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,Poe sie,,2000,author,,unknown,0.35,unknown,needs_review,0.65,0.45,1,ita,9788885637207,,45851940,,OL2490035W,1,https://openlibrary.org/books/OL21263748M|https://openlibrary.org/works/OL2490035W,no decisive deterministic taxonomy indicator
